,Unnamed: 0,Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc,cluster
768,768,Incline Dumbbell Curl - Gethin Variation,The incline dumbbell biceps curl is an isolation exercise targeting the biceps. This variation targets the long head of the biceps more than a traditional curl and there is more overall tension to this muscle.,4,3,Dumbbell,2,6.535575221238938,,0
769,769,Hammer curl,"The hammer curl is a dumbbell movement that focuses on the biceps, brachialis, and forearm muscles. Throughout each rep, the wrists remain neutral, like a carpenter hammering a nail. It is generally performed for moderate to high reps, such as 8-12 reps or more, as part of the arm-focused portion of a workout.",4,3,Dumbbell,2,6.535575221238938,,0
770,770,Seated Dumbbell Curl - Gethin Variation,"The seated dumbbell biceps curl is a standard exercise for building bigger biceps. While dumbbell biceps curls can be performed standing, this version involves sitting on a bench.",4,3,Dumbbell,2,6.535575221238938,,0
771,771,Dumbbell Hammer Curl - Gethin Variation,"This curl is performed simultaneously with dumbbells but without wrist supination. Throughout each rep, the wrists remain neutral, like a carpenter hammering a nail.",4,3,Dumbbell,2,6.535575221238938,,0
772,772,Single-arm seated dumbbell curl,"The single-arm seated dumbbell curl is a popular exercise for building bigger biceps. Performing it one arm at a time may allow you to use slightly heavier weight, while focusing on really feeling the mind-muscle connection in the working arm. Like most curl variations, these are usually performed for moderate to high reps, such as 8-12 reps per set or more.",4,3,Dumbbell,2,6.535575221238938,,0
773,773,Lying Cable Curl - Gethin Variation,The lying cable biceps curl is an isolation exercise that eliminates the possibility of using momentum from the lower body to raise the weight.,4,3,Dumbbell,2,6.535575221238938,,0
774,774,Dumbbell biceps curl,"The dumbbell biceps curl is a single-joint exercise for building bigger and stronger biceps. Popular among gym goers of all experience levels, this move can be done seated or standing. It is generally performed for moderate to high reps, such as 8-12 reps or higher, as part of the arm-focused portion of a workout.",4,3,Dumbbell,2,6.535575221238938,,0
775,775,Seated Biceps Hammer Curl,,4,3,Dumbbell,2,6.535575221238938,,0
776,776,HM Alternating Reverse Lunge With Biceps Curl,,4,3,Dumbbell,2,6.535575221238938,,0
777,777,AM Hammer Curls,"This curl is performed simultaneously with dumbbells but without wrist supination. Throughout each rep, the wrists remain neutral, like a carpenter hammering a nail.",4,3,Dumbbell,2,6.535575221238938,,0
778,778,AM Seated Hammer Curls,"The seated hammer curl is a popular exercise for building bigger biceps. The movement resembles hammering a nail—hence the name. While hammer can be performed standing, this version involves sitting on a bench.",4,3,Dumbbell,2,6.535575221238938,,0
779,779,Seated alternating biceps curl,"The seated alternating biceps curl is an exercise that builds bigger and stronger biceps. The alternating technique allows one arm to rest briefly while the other arm lifts. It is usually performed for moderate to high reps, such as 8-12 reps or more, as part of the upper-body or arm-focused portion of a workout.",4,3,Dumbbell,2,6.535575221238938,,0
780,780,Alternating hammer curl,"The alternating hammer curl is performed with dumbbells but without wrist supination. Throughout each rep, the wrists remain neutral, like a carpenter hammering a nail. It is generally performed for moderate to high reps, such as 8-12 reps or more, as part of the arm-focused portion of a workout.",4,3,Dumbbell,2,6.535575221238938,,0
781,781,Alternating biceps curl,"The alternating biceps curl is a single-joint exercise for building bigger and stronger biceps one arm at a time. Popular among gym goers of all experience levels, this move can be done seated or standing. It is generally performed for moderate to high reps, such as 8-12 reps or higher, as part of the arm-focused portion of a workout.",4,3,Dumbbell,2,6.535575221238938,,0
782,782,Holman Slow Biceps Curl,,4,3,Dumbbell,2,6.535575221238938,,0
783,783,Holman Biceps Curl to Chest Punch,,4,3,Dumbbell,2,6.535575221238938,,0
784,784,Holman Right Arm Heavy Biceps Curl,,4,3,Dumbbell,2,6.535575221238938,,0
785,785,Holman Left Arm Heavy Biceps Curl,,4,3,Dumbbell,2,6.535575221238938,,0
786,786,Holman Alternating Front Lunge Biceps Curl,,4,3,Dumbbell,2,6.535575221238938,,0
787,787,Holman Weighted Double-Time Biceps Curl,,4,3,Dumbbell,2,6.535575221238938,,0
788,788,Holman Heavy Right Arm Biceps Curl,,4,3,Dumbbell,2,6.535575221238938,,0
789,789,Holman Heavy Left Arm Biceps Curl,,4,3,Dumbbell,2,6.535575221238938,,0
790,790,MetaBurn Dumbbell Drag Curl,,4,3,Dumbbell,2,6.535575221238938,,0
791,791,MetaBurn Hammer Curl to Overhead Press,,4,3,Dumbbell,2,6.535575221238938,,0
792,792,MetaBurn Biceps Curl To Lateral Raise,,4,3,Dumbbell,2,6.535575221238938,,0
793,793,FYR2 Alternating Dumbbell Curl,,4,3,Dumbbell,2,6.535575221238938,,0
794,794,FYR2 Pulse Biceps Curl,,4,3,Dumbbell,2,6.535575221238938,,0
795,795,FYR2 Seesaw Dumbbell Biceps Curl,,4,3,Dumbbell,2,6.535575221238938,,0
796,796,FYR2 Single-Dumbbell Biceps Curl,,4,3,Dumbbell,2,6.535575221238938,,0
797,797,FYR2 Dumbbell Curl-Row Complex,,4,3,Dumbbell,2,6.535575221238938,,0
798,798,30 Arms Standing Dumbbell Hammer Curl 21s,,4,3,Dumbbell,2,6.535575221238938,,0
799,799,30 Arms Standing Biceps Curl,,4,3,Dumbbell,2,6.535575221238938,,0
800,800,30 Arms Standing Alternating Hammer Curl,,4,3,Dumbbell,2,6.535575221238938,,0
801,801,30 Arms Standing Alternating Biceps Curl,,4,3,Dumbbell,2,6.535575221238938,,0
802,802,30 Arms Single-Arm Hammer Preacher Curl,,4,3,Dumbbell,2,6.535575221238938,,0
803,803,30 Arms Single-Arm Dumbbell Preacher Curl,,4,3,Dumbbell,2,6.535575221238938,,0
804,804,30 Arms Seated Dumbbell Concentration Curl,,4,3,Dumbbell,2,6.535575221238938,,0
805,805,30 Arms Seated Biceps Curl,,4,3,Dumbbell,2,6.535575221238938,,0
806,806,30 Arms Seated Alternating Biceps Curl,,4,3,Dumbbell,2,6.535575221238938,,0
807,807,30 Arms Incline Hammer Curl,,4,3,Dumbbell,2,6.535575221238938,,0
808,808,30 Arms Incline Dumbbell Triceps Extension,,4,3,Dumbbell,2,6.535575221238938,,0
809,809,30 Arms Hammer Curl,,4,3,Dumbbell,2,6.535575221238938,,0
810,810,Reverse Plate Curls,,4,3,Other,0,7.2,Average,0
811,811,Standing Biceps Stretch,,5,3,Other,0,7.1,Average,0
812,812,Suspended Curl,,4,3,Other,0,0.0,Average,0
813,813,Plate hammer curl,"The plate hammer curl is an exercise that targets the long head of the biceps as well as the brachialis and brachioradialis muscles. Typically hammer curls are done with dumbbells, but in this case, holding a weight plate places the hands in the same neutral position.",4,3,Other,0,0.0,Average,0
814,814,Barbell spider curl,"The barbell spider curl is an exercise targeting the biceps and performed face down on either an incline bench or on the flat side of a preacher bench. The vertical bench angle helps to isolate the biceps and limit involvement of the shoulder muscles. This curl variation is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or arm-focused training.",4,3,Other,2,6.535575221238938,,0
815,815,Barbell forehead curl,"The barbell forehead curl is a classic movement from the Golden Age of bodybuilding and is often associated with Dave ""The Blond Bomber"" Draper. The barbell is brought up to your forehead instead of to your chest, emphasizing the squeeze and peak contraction. It is usually performed for moderate to high reps, such as 8-12 reps per set.",4,3,Other,2,6.535575221238938,,0
816,816,Overhead cable curl,"Also known as a crucifix curl, the overhead cable curl is a biceps-focused exercise performed between two cable stacks, using a pair of D-handles. The arms and elbows are held at shoulder height throughout the movement, and both hands curl in toward the ears. This position is designed to eliminate shoulder involvement and momentum, while targeting the biceps peak. This movement is generally done for moderate to high reps, such as 8-12 reps per set or more, as part of arm-focused training.",4,3,Cable,2,9.0,Average,0
817,817,Standing One-Arm Cable Curl,The single-arm cable biceps curl is a single-joint isolation exercise for building the biceps. This move is intended to be strict and deliberate; this is not an exercise for using momentum or otherwise cheating.,4,3,Cable,0,8.8,Average,0
818,818,Reverse Cable Curl,,4,3,Cable,0,8.7,Average,0
819,819,Standing Biceps Cable Curl,"The cable straight-bar biceps curl takes a classic bodybuilding exercise, the standing barbell curl, and replaces the barbell with a handle attached to a cable. This is a common burnout move performed for moderate to high reps, such as 8-12 reps per set, as part of an upper-body or arm-focused workout.",4,3,Cable,2,8.5,Average,0
820,820,Cable rope hammer curl,"The cable rope hammer curl is a popular arm-focused exercise performed with a rope handle attached by a cable to a weight stack. It uses a neutral (palms facing one another) grip, which targets the forearms and brachialis muscles in addition to the biceps. Because grip is a limitation, it is usually performed for moderate to high reps, such as 8-12 reps per set or more.",4,3,Cable,2,8.2,Average,0
821,821,Lying cable biceps curl,"The lying cable biceps curl is a cable exercise that targets the biceps. It is performed lying on the back, either on a bench or the ground, with the feet facing toward a cable stack. This movement is usually performed for moderate to high reps for a burn and pump as part of an arm-focused workout.",4,3,Cable,0,8.2,Average,0
822,822,Cable rope preacher hammer curl,"The cable rope preacher hammer curl is a single-joint arm exercise that builds strength and size in the biceps using a cable stack, a preacher bench, and a rope grip. The neutral or ""hammer"" grip amplifies activation of both the grip and the brachialis muscles, building arm thickness. The angle of the bench also effectively removes the shoulders from the movement, largely isolating the biceps. It is generally performed for higher reps, at least 8-15 per set.",4,3,Cable,0,7.5,Average,0
823,823,Lying Close-Grip Bar Curl On High Pulley,The lying high-cable biceps curl is an unusual move for building the biceps—but it’s a highly effective one. Lying prone and curling down toward you provides a different stimulus than more standard approaches allow.,4,3,Cable,0,7.1,Average,0
824,824,Cable EZ-Bar Preacher Curl - Gethin Variation,"The cable preacher curl is a single-joint arm exercise that builds strength and size in the biceps using a cable stack and a preacher bench. It is popular in muscle-building arm workouts because the angle of the bench effectively removes the shoulders from the movement, largely isolating the biceps. It is generally performed for higher reps, at least 8-15 per set.",4,3,Cable,2,6.535575221238938,,0
825,825,Squatting cable EZ-bar biceps curl,"The squatting cable EZ-bar biceps curl is an exercise that builds and strengthens the biceps while the lower body is in a static squat position. It is usually performed for higher rep sets, such as 8-12 reps per set or more, in combination with other curls or arm training. It is most similar in arm positioning to a preacher curl, but has some unique benefits to the lower body, as well.",4,3,Cable,2,6.535575221238938,,0
826,826,Cable straight-bar biceps curl,"The cable straight-bar biceps curl takes a classic bodybuilding exercise, the standing barbell curl, and replaces the barbell with a handle attached to a cable. This is a common burnout move performed for moderate to high reps, such as 8-12 reps per set, as part of an upper-body or arm-focused workout.",4,3,Cable,2,6.535575221238938,,0
827,827,Standing reverse-grip cable curl,"The standing reverse-grip cable curl takes a classic bodybuilding exercise, the reverse barbell curl, and tweaks it by using a handle attached to a cable stack instead. It targets the forearm muscles and brachialis to a greater degree than underhand biceps curl variations. Because grip is a limitation, this move is commonly performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or arm-focused workout.",4,3,Cable,2,6.535575221238938,,0
828,828,Lying high-cable biceps curl,The lying high-cable biceps curl is a single-joint exercise targeting the biceps in a prone (face-up) position. It is usually performed for moderate to high reps as part of the arm-focused portion of a workout.,4,3,Cable,2,6.535575221238938,,0
829,829,High-Pulley Cable Curl - Gethin Variation,"Also known as a crucifix curl, the overhead cable curl is a biceps-focused exercise performed between two cable stacks, using a pair of D-handles. The arms and elbows are held at shoulder height throughout the movement, and both hands curl in toward the ears. This position is designed to eliminate shoulder involvement and momentum, while targeting the biceps peak. This movement is generally done for moderate to high reps, such as 8-12 reps per set or more, as part of arm-focused training.",4,3,Cable,2,6.535575221238938,,0
830,830,Standing High Cable Curl - Gethin Variation,"The cable straight-bar biceps curl takes a classic bodybuilding exercise, the standing barbell curl, and replaces the barbell with a handle attached to a cable. This is a common burnout move performed for moderate to high reps, such as 8-12 reps per set, as part of an upper-body or arm-focused workout.",4,3,Cable,2,6.535575221238938,,0
831,831,High Cable Curls,The lying high-cable biceps curl is a single-joint exercise targeting the biceps in a prone (face-up) position. It is usually performed for moderate to high reps as part of the arm-focused portion of a workout.,4,3,Cable,2,6.535575221238938,,0
832,832,Seated cable biceps curl,The seated cable biceps curl is a single-joint arm exercise intended to isolate the biceps. The seated position helps eliminate the use of momentum. This movement is usually performed for moderate to high reps for a burn and pump as part of an arm-focused workout.,4,3,Cable,2,6.535575221238938,,0
833,833,Lying Close-Grip Bar Curl On High Pulley - Gethin Variation,The lying high-cable biceps curl is an unusual move for building the biceps—but it’s a highly effective one. Lying prone and curling down toward you provides a different stimulus than more standard approaches allow.,4,3,Cable,2,6.535575221238938,,0
834,834,Standing Cable Curl - Gethin Variation,"The cable straight-bar biceps curl takes a classic bodybuilding exercise, the standing barbell curl, and replaces the barbell with a handle attached to a cable. This is a common burnout move performed for moderate to high reps, such as 8-12 reps per set, as part of an upper-body or arm-focused workout.",4,3,Cable,2,6.535575221238938,,0
835,835,Double Arm Cable Biceps Curl,,4,3,Cable,2,6.535575221238938,,0
836,836,AM Cable Biceps Curl,"The cable straight-bar biceps curl takes a classic bodybuilding exercise, the standing barbell curl, and replaces the barbell with a handle attached to a cable. This is a common burnout move performed for moderate to high reps, such as 8-12 reps per set, as part of an upper-body or arm-focused workout.",4,3,Cable,2,6.535575221238938,,0
837,837,Single-arm cable biceps curl,"The single-arm cable biceps curl is a single-joint isolation exercise for building the biceps. This move is intended to be strict and deliberate; this is not an exercise for using momentum or otherwise cheating. It is usually performed for moderate to high reps, such as 8-12 reps or more per set, as part of an arm-focused workout.",4,3,Cable,2,6.535575221238938,,0
838,838,UP Cable Curl With Straight Bar,,4,3,Cable,2,6.535575221238938,,0
839,839,30 Arms Cable Rope Hammer Curl,,4,3,Cable,2,6.535575221238938,,0
840,840,30 Arms Squatting Cable Straight-Bar Curl,,4,3,Cable,2,6.535575221238938,,0
841,841,30 Arms High Cable Curl,,4,3,Cable,2,6.535575221238938,,0
842,842,30 Arms Cable Straight-Bar Curl,,4,3,Cable,2,6.535575221238938,,0
843,843,30 Arms Cable Concentration Curl,,4,3,Cable,2,6.535575221238938,,0
844,844,30 Arms BFR High Cable Curl,,4,3,Cable,2,6.535575221238938,,0
845,845,BFR cable rope hammer curl,"The blood flow restriction (BFR) cable rope hammer curl is an arm movement that builds biceps size and strength using a cable stack, rope grip, and blood flow restriction bands. It is popular in high-rep ""pump""-style arm workouts. The bands should be placed as high as possible on your arms, at a tightness of no greater than 8 on a scale of 10. Most BFR workouts recommend using a far lighter weight than usual, perhaps as low as 25-50 percent of a normal working weight.",4,3,Cable,2,6.535575221238938,,0
846,846,Machine Bicep Curl,,4,3,Machine,0,9.0,Average,0
847,847,Machine Preacher Curls,The machine preacher curl is an isolation exercise targeting the biceps.,4,3,Machine,0,8.3,Average,0
848,848,Single-arm machine preacher curl,"The single-arm machine preacher curl is a popular exercise to build size and strength in the biceps. It approximates the motion of a free-weight preacher curl, but uses a selectorized weight stack or plate-loaded machine. Many such machines offer different grips and grip widths. Machine biceps curls are often done for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body or arm-focused portion of a workout.",4,3,Machine,2,6.535575221238938,,0
849,849,Machine preacher curl,"The machine preacher curl is a popular exercise to build size and strength in the biceps. It approximates the motion of a free-weight preacher curl, but uses a selectorized weight stack or plate-loaded machine. Many such machines offer different grips and grip widths. Machine biceps curls are often done for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body or arm-focused portion of a workout.",4,3,Machine,2,6.535575221238938,,0
850,850,Smith machine drag curl,"The Smith machine drag curl is a biceps-focused exercise using the bar in a Smith machine. It is usually trained in moderate to high reps, at least 8-15 reps per set, and can work in the biceps-focused portion of any workout.",4,3,Machine,2,6.535575221238938,,0
851,851,30 Arms BFR Machine Preacher Curl,,4,3,Machine,2,6.535575221238938,,0
852,852,Seated Biceps,,5,3,Body Only,0,5.0,Average,0
853,853,TBS Chin-Up,"The a chin-up is a variation of the pull-up exercise in which the reps are performed with the palms facing toward the body, in an underhand position, with a grip that is narrower than shoulder-width. Like other pull-up variations, it builds strength and muscle in the upper back, biceps, and core, but it utilizes the biceps slightly more than overhand pull-ups. It can be used as a more shoulder-friendly alternative to straight-bar pull-ups, or to help perform more reps than you can perform overhand.",4,3,Body Only,2,6.535575221238938,,0
854,854,Pull-up - Gethin Variation,"The pull-up is a multi-joint bodyweight exercise that builds strength and muscle in the upper back, biceps, and core. It is often used as a measurement tool in military or tactical fitness tests, and is an excellent gauge of “relative strength” which is strength in relation to bodyweight.",4,3,Body Only,2,6.535575221238938,,0
855,855,UN Pull-Up Supinated,,4,3,Body Only,2,6.535575221238938,,0
856,856,UN Pull-Up Pronated,,4,3,Body Only,2,6.535575221238938,,0
857,857,UN Pull-Up Neutral,,4,3,Body Only,2,6.535575221238938,,0
858,858,EZ-Bar Curl,"The standing EZ-bar curl is an immensely popular exercise targeting the biceps. It is commonly performed for moderate to high reps as part of an upper body or arms-focused workout. Many gyms even have EZ-bars at fixed weights, allowing for easy weight changes.",4,3,E-Z Curl Bar,2,9.1,Average,0
859,859,Reverse Barbell Preacher Curls,"The reverse-grip barbell curl is a variation on the biceps curl where the palms face downward. The switch from an underhand to an overhand grip brings the forearm and brachialis muscles more into the exercise. If it is uncomfortable to the wrists, try performing it on the angles of an EZ-curl bar.",4,3,E-Z Curl Bar,0,8.8,Average,0
860,860,Close-Grip EZ-Bar Curl with Band,,4,3,E-Z Curl Bar,0,7.9,Average,0
861,861,Standing EZ-Bar Curl - Gethin Variation,"The standing EZ-bar curl is an immenselyp popular exercise targeting the biceps. It is commonly performed for moderate to high reps as part of an upper body or arms-focused workout. Many gyms even have EZ-bars at fixed weights, allowing for easy weight changes.",4,3,E-Z Curl Bar,2,6.535575221238938,,0
862,862,TBS EZ-Bar Curl,"The standing EZ-bar curl is an immenselyp popular exercise targeting the biceps. It is commonly performed for moderate to high reps as part of an upper body or arms-focused workout. Many gyms even have EZ-bars at fixed weights, allowing for easy weight changes.",4,3,E-Z Curl Bar,2,6.535575221238938,,0
863,863,Standing EZ-bar curl,"The standing EZ-bar curl is a popular exercise targeting the biceps. It is commonly performed for moderate to high reps as part of an upper-body or arm-focused workout. Many gyms even have EZ-bars at fixed weights, allowing for easy weight changes.",4,3,E-Z Curl Bar,2,6.535575221238938,,0
864,864,30 Arms Standing Overhand EZ-Bar Curl,,4,3,E-Z Curl Bar,2,6.535575221238938,,0
865,865,30 Arms EZ-Bar Spider Curl,,4,3,E-Z Curl Bar,2,6.535575221238938,,0
866,866,30 Arms EZ-Bar Preacher Curl,,4,3,E-Z Curl Bar,2,6.535575221238938,,0
867,867,30 Arms Standing EZ-Bar Curl,,4,3,E-Z Curl Bar,2,6.535575221238938,,0
868,868,Calf Raises - With Bands,,4,4,Bands,0,4.8,Average,0
869,869,Peroneals Stretch,,5,4,Bands,2,3.3,Average,0
870,870,Posterior Tibialis Stretch,,5,4,Bands,2,1.0,Average,0
871,871,Calf SMR,"Calf self-myofascial release (SMR) is a self-administered soft-tissue treatment for the lower body, usually using a foam roller, lacrosse ball, or other ""trigger point"" massage tool. By applying pressure strategically to the calf muscles of the lower leg, some people find they can cause this often painful and tight muscle to relax or ""release."" Calf SMR is often accompanied by SMR on the quadriceps muscles, or by stretches that target the calves.",5,4,Foam Roll,0,6.0,Average,0
872,872,Rocking Standing Calf Raise,,4,4,Barbell,0,8.7,Average,0
873,873,Standing barbell calf raise,"The standing barbell calf raise is a popular exercise to target the calf muscles of the lower leg, particularly the gastrocnemius muscle. It can be performed for time or for reps, either using a barbell or Smith machine bar if balance is a problem.",4,4,Barbell,0,8.2,Average,0
874,874,Barbell Seated Calf Raise,,4,4,Barbell,0,7.6,Average,0
875,875,Smith machine standing calf raise,"The Smith machine standing calf raise is a machine-based exercise targeting the muscles of the calves, particularly the gastrocnemius or upper calf muscle. It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the lower-body portion of a workout.",4,4,Barbell,2,6.535575221238938,,0
876,876,Calf Raise On A Dumbbell,,4,4,Dumbbell,0,4.8,Average,0
877,877,Standing Dumbbell Calf Raise,"The standing dumbbell calf raise is a popular exercise to target the calf muscles of the lower leg, and in particular the gastrocnemius muscles. It can be performed for time or for reps, either two dumbbells, or one if balance is a problem and you would like to use your free hand to hold a fixed object.",4,4,Dumbbell,2,6.535575221238938,,0
878,878,Single-leg standing dumbbell calf raise,"The single-leg standing dumbbell calf raise is a popular exercise to target the calf muscles of the lower leg, particularly the gastrocnemius muscle. It can be performed for time or for reps, either with two dumbbells or with one if balance is a problem and you would like to use your free hand to hold a fixed object.",4,4,Dumbbell,2,6.535575221238938,,0
879,879,Dumbbell walking calf raise,"The dumbbell walking calf raise is a dynamic exercise targeting the calf muscles of the lower leg, particularly the gastrocnemius muscle. It can be performed for distance or for reps.",4,4,Dumbbell,2,6.535575221238938,,0
880,880,Balance Board,,4,4,Other,0,7.5,Average,0
881,881,Weighted donkey calf raise,"The weighted donkey calk raise is a strength and muscle-building exercise focused on the muscles of the lower leg, most prominently the gastrocnemius muscle. While traditional donkey calf raises involved either a specific machine or carrying another person on one's back, this method uses a weight belt. It can be done in traditional muscle-building rep ranges, or for higher reps as part of lower-body training.",4,4,Other,2,7.4,Average,0
882,882,Anterior Tibialis-SMR,,5,4,Other,0,5.3,Average,0
883,883,Foot-SMR,,5,4,Other,0,2.7,Average,0
884,884,Agility Ladder,,0,4,Other,2,6.535575221238938,,0
885,885,Single-leg machine seated calf raise,"The single-leg machine seated calf raise is an exercise targeting the calf muscles of the lower leg, particularly the soleus muscle. It is usually performed for moderate to high reps, such as 8-12 reps per set, but occasionally for higher reps of 20 per set or more.",4,4,Other,2,6.535575221238938,,0
886,886,Smith Machine Calf Raise,"The Smith machine standing calf raise is a machine-based exercise targeting the muscles of the calves, particularly the gastrocnemius or upper calf muscle. It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the lower-body portion of a workout.",4,4,Machine,2,9.2,Average,0
887,887,Standing Calf Raises,"The standing calf raise is a popular movement to target the calf muscles of the lower leg, and in particular the gastrocnemius muscles. When unweighted, it is usually performed for high reps or for time.",4,4,Machine,0,9.0,Average,0
888,888,Seated Calf Raise,"The machine seated calf raise is an exercise targeting the calf muscles of the lower leg, particularly the soleus muscle. It is usually performed for moderate to high reps, such as 8-12 reps per set, and occasionally for very high burnout-focused sets of 50-100 total reps.",4,4,Machine,2,8.7,Average,0
889,889,Calf Press On The Leg Press Machine,"The leg press calf raise is an exercise that uses the leg press machine to work the calves. With the toes and balls of your feet on the platform but heels off, you push forward to work the calves.",4,4,Machine,2,8.7,Average,0
890,890,Calf Press,"The standing calf raise is a popular movement to target the calf muscles of the lower leg, and in particular the gastrocnemius muscles. When unweighted, it is usually performed for high reps or for time.",4,4,Machine,0,8.5,Average,0
891,891,Smith Machine Reverse Calf Raises,,4,4,Machine,0,7.3,Average,0
892,892,Seated Single-Leg Calf Press - Gethin Variation,"The single-leg machine seated calf raise is an exercise targeting the calf muscles of the lower leg, particularly the soleus muscle. It is usually performed for moderate to high reps, such as 8-12 reps per set, but occasionally for higher reps of 20 per set or more.",4,4,Machine,2,6.535575221238938,,0
893,893,Seated Calf Raise - Gethin Variation,"The machine seated calf raise is an exercise targeting the calf muscles of the lower leg, particularly the soleus muscle. It is usually performed for moderate to high reps, such as 8-12 reps per set, and occasionally for very high burnout-focused sets of 50-100 total reps.",4,4,Machine,2,6.535575221238938,,0
894,894,Donkey Calf Raise - Gethin Variation,"The donkey calk raise is a strength and muscle-building exercise focused on the muscles of the lower leg, most prominently the gastrocnemius muscle. While traditional donkey calf raises involved either a specific machine or carrying another person on one's back, this method uses a weight belt. It can be done in traditional muscle-building rep ranges, or for higher reps as part of lower-body training.",4,4,Machine,2,6.535575221238938,,0
895,895,Standing Calf Raise Facing Hack Squat Machine - Gethin Variation,The reverse hack squat calf raise is a varation of the standing calf raise to target them in a different manner.,4,4,Machine,2,6.535575221238938,,0
896,896,Calf Press On A Hack Squat Machine - Gethin Variation,The hack squat calf raise is a variation of the standing calf raise to target them in a different manner than seated or fully standing.,4,4,Machine,2,6.535575221238938,,0
897,897,Smith Machine Standing Calf Raises - Gethin Variation,"The Smith machine standing calf raise is a machine-based exercise targeting the muscles of the calves, particularly the gastrocnemius or upper calf muscle. It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the lower-body portion of a workout.",4,4,Machine,2,6.535575221238938,,0
898,898,Hack squat calf raise,"The hack squat calf raise is a variation of the standing calf raise performed in a hack squat machine. This allows for heavy loading, but also shoulder comfort from the pads of the hack squat. Calf raise variations are often performed for relatively high reps, such as 10-20 reps per set or more.",4,4,Machine,2,6.535575221238938,,0
899,899,Seated Calf Press - Gethin Variation,"The machine seated calf raise is an exercise targeting the calf muscles of the lower leg, particularly the soleus muscle. It is usually performed for moderate to high reps, such as 8-12 reps per set, and occasionally for very high burnout-focused sets of 50-100 total reps.",4,4,Machine,2,6.535575221238938,,0
900,900,Leg press calf raise,"The leg press calf raise is a variation of the standing calf raise performed in a leg press machine. This allows for heavy loading, but also shoulder comfort from the pads of the leg press. Calf raise variations are often performed for relatively high reps, such as 10-20 reps per set or more.",4,4,Machine,2,6.535575221238938,,0
901,901,Machine seated calf raise,"The machine seated calf raise is an exercise targeting the calf muscles of the lower leg, particularly the soleus muscle. It is usually performed for moderate to high reps, such as 8-12 reps per set, and occasionally for very high burnout-focused sets of 50-100 total reps.",4,4,Machine,2,6.535575221238938,,0
902,902,30 Legs Seated Calf Raise,,4,4,Machine,2,6.535575221238938,,0
903,903,30 Legs Standing Calf Raise,,4,4,Machine,2,6.535575221238938,,0
904,904,Peroneals-SMR,,5,4,Body Only,2,6.4,Average,0
905,905,Knee Circles,,5,4,Body Only,0,6.3,Average,0
906,906,Standing Gastrocnemius Calf Stretch,,5,4,Body Only,2,5.6,Average,0
907,907,Wall calf stretch,The wall calf stretch is a stretch targeting the calf muscles. This is a simple way to stretch these often-tight muscles without any equipment needed.,5,4,Body Only,2,5.3,Average,0
908,908,Seated Calf Stretch,,5,4,Body Only,2,4.1,Average,0
909,909,Standing Calf Raise,"The standing calf raise is a popular movement to target the calf muscles of the lower leg, and in particular the gastrocnemius muscles. When unweighted, it is usually performed for high reps or for time.",4,4,Body Only,2,6.535575221238938,,0
910,910,Standing calf raise-,"The standing calf raise is a popular movement to target the calf muscles of the lower leg, particularly the gastrocnemius muscle. When unweighted, it is usually performed for high reps or for time.",4,4,Body Only,2,6.535575221238938,,0
911,911,HM Left Calf-Spike Sumo Pulse,,4,4,Body Only,2,6.535575221238938,,0
912,912,Ankle Circles,,5,4,Roller,0,7.2,Average,0
913,913,Calf Stretch Elbows Against Wall,,5,4,,0,4.9,Average,0
914,914,Standing Soleus And Achilles Stretch,,5,4,Wall,0,4.2,Average,0
915,915,Cross Over - With Bands,,4,5,Bands,0,8.3,Average,0
916,916,Bench Press - With Bands,,4,5,Bands,0,5.5,Average,0
917,917,Bench Press With Short Bands,,3,5,Bands,0,0.0,,3
918,918,Feet-Elevated TRX Push-Up,,4,5,Bands,0,0.0,,3
919,919,Band-suspended kettlebell bench press,"The band-suspended kettlebell bench press is a bench press variation where kettlebells or weight plates are hung from the ends of a barbell by looped bands. The suspended weights can be in addition to normally loaded weight plates, or in the place of them. Because the instability of the weights makes the lift difficult, this bench press variety is a popular accessory movement for building the traditional bench press in powerlifting training.",4,5,Bands,2,6.535575221238938,,0
920,920,HM Banded Cross-Over Pull,,4,5,Bands,2,6.535575221238938,,0
921,921,Rusin Band Pull-Apart,,4,5,Bands,2,6.535575221238938,,0
922,922,UNS Banded Push-Up,,4,5,Bands,2,6.535575221238938,,0
923,923,Taylor Band-Assisted One-Arm Push-Up,,4,5,Bands,2,6.535575221238938,,0
924,924,Incline band bench press,"The incline band bench press is variation of the incline press, a popular upper-body exercise targeting the upper pectoral muscles. While it can be a strength-focused movement, it is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or chest-focused training.",4,5,Bands,2,6.535575221238938,,0
